context,model,seed,prob_kind,bin,n,mean_pred,observed_rate,p_min,p_max
in_domain,rf,2,recal,2,2696,0.07098400980840622,0.0956973293768546,0.058214369260955974,0.08349481151969392
in_domain,rf,2,recal,3,2696,0.09200315104547145,0.11943620178041543,0.08349481151969392,0.1014827107476302
in_domain,rf,2,recal,4,2696,0.11135653172708171,0.12945103857566764,0.1014827107476302,0.1194129595270106
in_domain,rf,2,recal,5,2696,0.13124052177140882,0.14948071216617212,0.1194129595270106,0.1408535489495931
in_domain,rf,2,recal,6,2696,0.152194059752584,0.16060830860534125,0.1408535489495931,0.1622119948840689
in_domain,rf,2,recal,7,2696,0.17589748851495127,0.18694362017804153,0.1622119948840689,0.18702698994418762
in_domain,rf,2,recal,8,2696,0.2046524624037095,0.19770029673590506,0.18702698994418762,0.2222856148220465
in_domain,rf,2,recal,9,2696,0.244784322634509,0.20956973293768547,0.2222856148220465,0.27127316310147603
in_domain,rf,2,recal,10,2696,0.3354003467349432,0.24295252225519287,0.27127316310147603,0.6804921126944097
temporal,logreg,0,raw,1,29306,0.046269698127098975,0.08315703268955163,4.561342199546674e-27,0.0668341310687772
temporal,logreg,0,raw,2,29306,0.08015405970558988,0.12963215723742577,0.06683467654255626,0.09212420482006103
temporal,logreg,0,raw,3,29306,0.10259746111182888,0.15935303350849656,0.09212462204981188,0.11262937167238136
temporal,logreg,0,raw,4,29306,0.12218917942757453,0.1890739097795673,0.11263055758367412,0.13161776298555067
temporal,logreg,0,raw,5,29306,0.14111215915339534,0.2119361222957756,0.13161783785315354,0.15076602347897325
temporal,logreg,0,raw,6,29306,0.160980290709512,0.23889305944175254,0.15076924431036173,0.17143043210221923
temporal,logreg,0,raw,7,29306,0.18290331110740293,0.26513341977752,0.17143080026223173,0.19504224070228396
temporal,logreg,0,raw,8,29305,0.20918163896331526,0.29517147244497527,0.1950431977651228,0.22487238578226482
temporal,logreg,0,raw,9,29305,0.24534438022474414,0.33468691349599045,0.22487346669801336,0.27020778645472315
temporal,logreg,0,raw,10,29305,0.326579878649416,0.4211567991810271,0.2702078655881048,0.9999999981393948
temporal,logreg,0,recal,1,29306,0.07246828262835406,0.08315703268955163,1.6154520199825743e-06,0.10370180443405005
temporal,logreg,0,recal,2,29306,0.12335265590616618,0.12963215723742577,0.10370261736830191,0.1408371242525628
temporal,logreg,0,recal,3,29306,0.1558685324831292,0.15935303350849656,0.1408377278781277,0.17015279203744357
