context,model,seed,prob_kind,bin,n,mean_pred,observed_rate,p_min,p_max
cross_segment,rf,0,recal,1,3281,0.032308342006754316,0.052727826882048155,8.646153800503392e-07,0.04644819410871447
cross_segment,rf,0,recal,2,3281,0.05624215921157948,0.08351112465711673,0.04644819410871447,0.0669824138937429
cross_segment,rf,0,recal,3,3281,0.0742794018251439,0.10515086863761049,0.0669824138937429,0.08173015938531755
cross_segment,rf,0,recal,4,3281,0.0912781958023311,0.11246571167327034,0.08173015938531755,0.09951667419932377
cross_segment,rf,0,recal,5,3280,0.10856901216116738,0.12408536585365854,0.09951667419932377,0.1174012805990141
cross_segment,rf,0,recal,6,3280,0.1271351311679347,0.12865853658536586,0.1174012805990141,0.13839171765593233
cross_segment,rf,0,recal,7,3280,0.1484602963107302,0.1551829268292683,0.13839171765593233,0.15951808382782426
cross_segment,rf,0,recal,8,3280,0.17409883184137567,0.16128048780487805,0.15951808382782426,0.18993703213609425
cross_segment,rf,0,recal,9,3280,0.2110820634146389,0.1801829268292683,0.18993703213609425,0.23609926842756532
cross_segment,rf,0,recal,10,3280,0.2962861642948367,0.21646341463414634,0.23609926842756532,0.668592762849708
cross_segment,rf,1,raw,1,3281,0.037028345016763185,0.05242304175556233,0.0,0.05333333333333334
cross_segment,rf,1,raw,2,3281,0.0644407192928985,0.08137762877171593,0.05333333333333334,0.07666666666666666
cross_segment,rf,1,raw,3,3281,0.08488062582545972,0.0987503809814081,0.07666666666666666,0.09333333333333334
cross_segment,rf,1,raw,4,3281,0.1038910901148024,0.12130448034135934,0.09333333333333334,0.11333333333333333
cross_segment,rf,1,raw,5,3280,0.12266565040650407,0.12713414634146342,0.11333333333333333,0.13333333333333333
cross_segment,rf,1,raw,6,3280,0.14388313008130083,0.1350609756097561,0.13333333333333333,0.15666666666666668
cross_segment,rf,1,raw,7,3280,0.16791056910569105,0.13841463414634148,0.15666666666666668,0.18
cross_segment,rf,1,raw,8,3280,0.19673475609756097,0.1719512195121951,0.18,0.21333333333333335
cross_segment,rf,1,raw,9,3280,0.2365467479674797,0.17835365853658536,0.21333333333333335,0.2633333333333333
cross_segment,rf,1,raw,10,3280,0.3286056910569106,0.2149390243902439,0.2633333333333333,0.7166666666666667
cross_segment,rf,1,recal,1,3281,0.03215779623502371,0.05242304175556233,8.636432834211164e-07,0.04639839487472774
cross_segment,rf,1,recal,2,3281,0.05615214082338206,0.08137762877171593,0.04639839487472774,0.06691214385590827
cross_segment,rf,1,recal,3,3281,0.07416867930952094,0.0987503809814081,0.06691214385590827,0.08164577163068351
cross_segment,rf,1,recal,4,3281,0.09101787542672116,0.12130448034135934,0.08164577163068351,0.09941590983262477
cross_segment,rf,1,recal,5,3280,0.107745608502698,0.12713414634146342,0.09941590983262477,0.11728476600893822
cross_segment,rf,1,recal,6,3280,0.12675562073012403,0.1350609756097561,0.11728476600893822,0.13825763444554798
cross_segment,rf,1,recal,7,3280,0.1484200247578209,0.13841463414634148,0.13825763444554798,0.1593673179536287
cross_segment,rf,1,recal,8,3280,0.1746037169594521,0.1719512195121951,0.1593673179536287,0.1897640074639777
cross_segment,rf,1,recal,9,3280,0.21112865004401307,0.17835365853658536,0.1897640074639777,0.23589643771264643
cross_segment,rf,1,recal,10,3280,0.2975896833598589,0.2149390243902439,0.23589643771264643,0.6859798661873278
cross_segment,rf,2,raw,1,3281,0.037342273697043585,0.05608046327339226,0.0,0.05333333333333334
cross_segment,rf,2,raw,2,3281,0.06470791425378443,0.08259676927765926,0.05333333333333334,0.07666666666666666
cross_segment,rf,2,raw,3,3281,0.08487554607335163,0.09783602560195062,0.07666666666666666,0.09333333333333334
cross_segment,rf,2,raw,4,3281,0.10418266788580716,0.11886619932947272,0.09333333333333334,0.11333333333333333
cross_segment,rf,2,raw,5,3280,0.12363109756097561,0.12408536585365854,0.11333333333333333,0.13333333333333333
cross_segment,rf,2,raw,6,3280,0.14450508130081302,0.13658536585365855,0.13333333333333333,0.15666666666666668
cross_segment,rf,2,raw,7,3280,0.16801016260162602,0.14573170731707316,0.15666666666666668,0.18
cross_segment,rf,2,raw,8,3280,0.19706097560975608,0.16097560975609757,0.18,0.21333333333333335
cross_segment,rf,2,raw,9,3280,0.2368455284552846,0.1798780487804878,0.21333333333333335,0.26666666666666666
cross_segment,rf,2,raw,10,3280,0.3287002032520325,0.21707317073170732,0.26666666666666666,0.67
cross_segment,rf,2,recal,1,3281,0.03234713483358913,0.05608046327339226,8.613145158401739e-07,0.04627907401077477
cross_segment,rf,2,recal,2,3281,0.05624314836922516,0.08259676927765926,0.04627907401077477,0.06674376096262467
cross_segment,rf,2,recal,3,3281,0.07397909738283788,0.09783602560195062,0.06674376096262467,0.08144354810834083
cross_segment,rf,2,recal,4,3281,0.09105357023849572,0.11886619932947272,0.08144354810834083,0.0991744256332722
cross_segment,rf,2,recal,5,3280,0.10834740024914441,0.12408536585365854,0.0991744256332722,0.1170055169510005
cross_segment,rf,2,recal,6,3280,0.12701469792297748,0.13658536585365855,0.1170055169510005,0.13793625312978114
cross_segment,rf,2,recal,7,3280,0.14816901963286422,0.14573170731707316,0.13793625312978114,0.15900592113701623
cross_segment,rf,2,recal,8,3280,0.17451171011048544,0.16097560975609757,0.15900592113701623,0.1893492064816124
cross_segment,rf,2,recal,9,3280,0.2109550144468895,0.1798780487804878,0.1893492064816124,0.23850440638723341
cross_segment,rf,2,recal,10,3280,0.29711896112452363,0.21707317073170732,0.23850440638723341,0.6361955228479745
